"Age","Region","YearsExperience","YearsCurrentJob","JobDescription","JobType","Happiness","Income","Gender","SwitchedJobsLast6Months"
"37 - 40","CABA","3 - 5","4 - 5","SysAdmin / DevOps","Full-Time",3,21428.5714285714,"M",0
"21 - 23","Santa Fe","3 - 5","3 - 4","Administrativo","Part-Time",2,7142.85714285714,"M",1
"31 - 33","CABA","10+","4 - 5","SysAdmin / DevOps","Full-Time",2,25714.2857142857,"M",0
"34 - 36","CABA","10+","3 - 4","Infosec","Full-Time",4,43571.4285714286,"M",0
"37 - 40","CABA","10+","4 - 5","winintel","Full-Time",3,30714.2857142857,"M",0
"41 - 45","CABA","10+","10+","Networking","Full-Time",2,15000,"M",0
"34 - 36","CABA","5 - 7","5 - 6","Developer","Full-Time",3,17000,"M",0
"34 - 36","Misiones","8 - 10","8 - 9","Developer","Full-Time",3,28571.4285714286,"M",0
"27 - 30","Cordoba","1 - 2","1 - 2","Developer","Full-Time",3,15400,"M",0
"27 - 30","CABA","3 - 5","2 - 3","QA / Tester","Full-Time",1,15015,"M",0
"34 - 36","CABA","10+","9 - 10","HelpDesk","Full-Time",2,45000,"M",0
"50+","CABA","10+","10+","Developer","Full-Time",4,35714.2857142857,"M",0
"31 - 33","GBA","3 - 5","2 - 3","HelpDesk","Full-Time",3,20714.2857142857,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Networking","Part-Time",2,8000,"M",0
"31 - 33","CABA","10+","6 - 7","Developer","Part-Time",3,25714.2857142857,"M",0
"37 - 40","GBA","5 - 7","2 - 3","HelpDesk","Full-Time",2,15000,"M",0
"34 - 36","CABA","10+","9 - 10","SysAdmin / DevOps","Full-Time",4,38571.4285714286,"M",0
"34 - 36","Santa Fe","8 - 10","6 - 7","Developer","Full-Time",5,54285.7142857143,"M",0
"27 - 30","GBA","5 - 7","2 - 3","Developer","Full-Time",4,17868.5714285714,"M",0
"34 - 36","CABA","10+","5 - 6","QA / Tester","Full-Time",2,40000,"M",0
"31 - 33","GBA","3 - 5","4 - 5","Networking","Full-Time",3,14285.7142857143,"M",0
"31 - 33","GBA","8 - 10","3 - 4","SysAdmin / DevOps","Full-Time",4,35714.2857142857,"M",0
"31 - 33","CABA","10+","8 - 9","Storage / Backup","Full-Time",3,36090,"M",0
"27 - 30","CABA","8 - 10","5 - 6","Developer","Full-Time",4,29000,"M",0
"37 - 40","Cordoba","10+","3 - 4","DBA","Full-Time",1,22244.2857142857,"M",0
"21 - 23","Cordoba","1 - 2","1 - 2","Developer","Full-Time",1,10714.2857142857,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Tecnico","Full-Time",3,16000,"M",0
"31 - 33","CABA","10+","2 - 3","SysAdmin / DevOps","Full-Time",3,30000,"M",1
"37 - 40","CABA","10+","3 - 4","Developer","Full-Time",2,32000,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Soporte Técnico","Full-Time",4,11428.5714285714,"M",0
"24 - 26","CABA","3 - 5","4 - 5","Developer","Full-Time",3,28571.4285714286,"M",0
"27 - 30","GBA","8 - 10","Menos de un año","Storage / Backup","Full-Time",5,32857.1428571429,"M",1
"34 - 36","CABA","5 - 7","4 - 5","PM","Full-Time",1,30500,"F",0
"27 - 30","CABA","5 - 7","1 - 2","QA / Tester","Full-Time",2,21428.5714285714,"M",0
"24 - 26","Cordoba","3 - 5","Menos de un año","Developer","Full-Time",3,12000,"F",1
"37 - 40","GBA","10+","1 - 2","SysAdmin / DevOps","Full-Time",3,21428.5714285714,"M",0
"24 - 26","Santa Fe","3 - 5","3 - 4","Vendedor","Full-Time",2,17428.5714285714,"M",0
"31 - 33","CABA","5 - 7","Menos de un año","HelpDesk","Full-Time",4,19000,"M",1
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,13000,"M",0
"31 - 33","CABA","5 - 7","4 - 5","Sydtem Support Engineet","Full-Time",3,42857.1428571429,"F",0
"34 - 36","Cordoba","3 - 5","Menos de un año","Developer","Full-Time",3,23000,"M",0
"31 - 33","GBA","10+","4 - 5","BI Analyst","Full-Time",4,39500,"M",0
"21 - 23","GBA","3 - 5","1 - 2","Soporte","Full-Time",4,11428.5714285714,"M",0
"41 - 45","GBA","10+","10+","Hw support","Full-Time",1,10000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","QA / Tester","Full-Time",4,34285.7142857143,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Developer","Full-Time",3,21610,"M",0
"34 - 36","Mendoza","3 - 5","3 - 4","Developer","Part-Time",2,21428.5714285714,"F",0
"27 - 30","CABA","5 - 7","Menos de un año","Infosec","Full-Time",3,25000,"M",1
"37 - 40","Mendoza","10+","Menos de un año","PM","Full-Time",5,51428.5714285714,"M",1
"31 - 33","CABA","8 - 10","Menos de un año","SysAdmin / DevOps","Full-Time",3,44000,"M",1
"34 - 36","Cordoba","10+","9 - 10","IT","Full-Time",3,21428.5714285714,"M",0
"21 - 23","Cordoba","Menos de un año","Menos de un año","QA / Tester","Full-Time",3,18571.4285714286,"M",0
"27 - 30","Cordoba","5 - 7","3 - 4","PM","Remoto (empresa de otro país)",5,71428.5714285714,"F",0
"27 - 30","CABA","5 - 7","Menos de un año","Analista funcional ","Full-Time",4,26000,"M",0
"27 - 30","CABA","3 - 5","3 - 4","PM","Full-Time",1,17142.8571428571,"M",0
"31 - 33","CABA","8 - 10","5 - 6","Networking","Full-Time",4,26428.5714285714,"M",0
"31 - 33","CABA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",4,32857.1428571429,"M",0
"34 - 36","CABA","8 - 10","5 - 6","Networking","Full-Time",3,52000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Networking","Full-Time",1,22857.1428571429,"M",0
"50+","CABA","10+","4 - 5","HelpDesk","Full-Time",3,24285.7142857143,"M",0
"24 - 26","CABA","3 - 5","3 - 4","Developer","Part-Time",2,12142.8571428571,"M",0
"31 - 33","Cordoba","5 - 7","2 - 3","Infosec","Full-Time",4,35714.2857142857,"M",0
"34 - 36","CABA","10+","5 - 6","SysAdmin / DevOps","Full-Time",4,28714.2857142857,"M",0
"34 - 36","CABA","8 - 10","3 - 4","HelpDesk","Full-Time",1,17714.2857142857,"M",0
"27 - 30","GBA","8 - 10","3 - 4","Networking","Full-Time",3,24000,"M",0
"31 - 33","CABA","8 - 10","4 - 5","Networking","Full-Time",3,38000,"M",0
"41 - 45","Santa Fe","10+","3 - 4","Infosec","Full-Time",3,54285.7142857143,"M",0
"37 - 40","CABA","10+","5 - 6","Networking","Full-Time",3,32857.1428571429,"M",0
"24 - 26","Cordoba","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",3,15100,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",3,12150,"M",0
"34 - 36","CABA","5 - 7","2 - 3","PM","Full-Time",3,31428.5714285714,"M",0
"27 - 30","Neuquen","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,22857.1428571429,"M",0
"24 - 26","GBA","3 - 5","1 - 2","HelpDesk","Part-Time",4,8285.71428571429,"M",0
"34 - 36","CABA","8 - 10","3 - 4","PM","Full-Time",3,26571.4285714286,"M",0
"24 - 26","CABA","3 - 5","2 - 3","Developer","Full-Time",3,15000,"M",0
"31 - 33","GBA","5 - 7","3 - 4","Developer","Full-Time",3,19428.5714285714,"M",0
"34 - 36","CABA","5 - 7","5 - 6","Developer","Part-Time",3,18571.4285714286,"M",1
"24 - 26","Misiones","1 - 2","1 - 2","Networking","Part-Time",1,8000,"M",0
"37 - 40","CABA","8 - 10","5 - 6","Developer","Full-Time",1,32857.1428571429,"M",0
"24 - 26","Cordoba","3 - 5","3 - 4","HelpDesk","Full-Time",3,11500,"M",0
"24 - 26","CABA","Menos de un año","3 - 4","HelpDesk","Full-Time",2,12000,"M",0
"21 - 23","GBA","1 - 2","1 - 2","QA / Tester","Full-Time",4,19850,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Reventas","Full-Time",2,12000,"M",0
"21 - 23","GBA","1 - 2","1 - 2","Designer","Full-Time",3,20000,"F",0
"24 - 26","Misiones","1 - 2","1 - 2","""it""","Part-Time",2,6428.57142857143,"F",0
"37 - 40","CABA","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",4,45714.2857142857,"M",0
"27 - 30","Chaco","3 - 5","3 - 4","Developer","Full-Time",5,42857.1428571429,"M",0
"27 - 30","CABA","3 - 5","3 - 4","sap bw","Full-Time",1,15428.5714285714,"M",0
"27 - 30","CABA","8 - 10","2 - 3","SysAdmin / DevOps","Full-Time",4,32000,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","HelpDesk","Full-Time",2,18571.4285714286,"M",1
"21 - 23","Entre Rios","Menos de un año","Menos de un año","HelpDesk","Full-Time",2,14285.7142857143,"M",1
"46 - 49","GBA","10+","10+","Gerente","Full-Time",3,50000,"M",0
"41 - 45","GBA","8 - 10","9 - 10","SysAdmin / DevOps","Full-Time",2,25000,"M",0
"41 - 45","GBA","8 - 10","9 - 10","SysAdmin / DevOps","Full-Time",2,25000,"M",0
"41 - 45","GBA","8 - 10","9 - 10","SysAdmin / DevOps","Full-Time",2,25000,"M",0
"41 - 45","GBA","8 - 10","9 - 10","SysAdmin / DevOps","Full-Time",2,25000,"M",0
"27 - 30","GBA","5 - 7","1 - 2","HelpDesk","Full-Time",1,15428.5714285714,"M",1
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,10000,"F",1
"21 - 23","CABA","3 - 5","3 - 4","Developer","Freelance",2,17142.8571428571,"M",0
"27 - 30","Cordoba","3 - 5","3 - 4","Developer","Full-Time",4,28236,"M",0
"21 - 23","San Luis","Menos de un año","Menos de un año","HelpDesk","Full-Time",5,14285.7142857143,"M",0
"50+","CABA","10+","10+","Developer","Part-Time",2,35714.2857142857,"M",0
"24 - 26","CABA","5 - 7","6 - 7","Auditoría","Full-Time",3,24285.7142857143,"M",0
"31 - 33","CABA","8 - 10","1 - 2","Developer","Full-Time",1,24285.7142857143,"M",0
"27 - 30","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",5,21428.5714285714,"M",0
"31 - 33","CABA","5 - 7","4 - 5","Infosec","Full-Time",3,49000,"M",0
"31 - 33","Santa Fe","5 - 7","6 - 7","HelpDesk","Full-Time",3,27500,"M",0
"50+","GBA","10+","10+","Infosec","Full-Time",3,40000,"M",0
"27 - 30","GBA","5 - 7","3 - 4","Developer","Full-Time",2,22571.4285714286,"M",0
"34 - 36","Cordoba","10+","6 - 7","Developer","Remoto (empresa de otro país)",4,71428.5714285714,"M",0
"31 - 33","CABA","5 - 7","3 - 4","Networking","Full-Time",2,28000,"M",0
"24 - 26","CABA","5 - 7","5 - 6","Networking","Full-Time",4,17500,"M",0
"31 - 33","Tierra del Fuego","10+","1 - 2","SysAdmin / DevOps","Full-Time",2,9200,"M",0
"27 - 30","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",2,14700,"M",0
"27 - 30","CABA","1 - 2","1 - 2","Developer","Full-Time",3,15700,"M",0
"37 - 40","Jujuy","10+","1 - 2","Networking","Full-Time",4,16428.5714285714,"M",0
"34 - 36","CABA","10+","5 - 6","Developer","Full-Time",3,35000,"M",0
"31 - 33","Cordoba","5 - 7","4 - 5","Middleware","Full-Time",3,27142.8571428571,"F",0
"21 - 23","GBA","3 - 5","2 - 3","Networking","Full-Time",4,18428.5714285714,"M",0
"24 - 26","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",4,18428.5714285714,"M",0
"24 - 26","GBA","3 - 5","3 - 4","Tecnico","Full-Time",2,16714.2857142857,"M",0
"34 - 36","Santa Fe","5 - 7","4 - 5","Developer","Full-Time",3,31428.5714285714,"M",1
"31 - 33","CABA","5 - 7","1 - 2","Networking","Full-Time",3,32857.1428571429,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Networking","Full-Time",2,20000,"M",0
"24 - 26","GBA","3 - 5","2 - 3","Developer","Part-Time",3,17142.8571428571,"M",0
"41 - 45","GBA","10+","Menos de un año","Developer","Full-Time",1,29000,"M",1
"27 - 30","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",5,17142.8571428571,"F",0
"24 - 26","GBA","3 - 5","3 - 4","Infosec","Full-Time",3,21428.5714285714,"M",0
"21 - 23","CABA","3 - 5","2 - 3","Developer","Full-Time",3,24571.4285714286,"M",0
"34 - 36","GBA","10+","2 - 3","Jefe IT","Full-Time",3,54000,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","QA / Tester","Full-Time",3,14000,"M",1
"37 - 40","GBA","8 - 10","6 - 7","Networking","Full-Time",2,42857.1428571429,"M",0
"24 - 26","CABA","5 - 7","4 - 5","Operador","Full-Time",5,22500,"M",0
"41 - 45","Rio Negro","10+","1 - 2","SysAdmin / DevOps","Full-Time",4,42857.1428571429,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Desarrollador ETL","Full-Time",2,14500,"M",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",3,7571.42857142857,"M",0
"21 - 23","CABA","1 - 2","1 - 2","DBA","Full-Time",2,17857.1428571429,"M",0
"41 - 45","CABA","10+","10+","Developer","Full-Time",3,39000,"M",0
"24 - 26","CABA","5 - 7","5 - 6","PM","Full-Time",4,30500,"M",0
"31 - 33","GBA","10+","Menos de un año","HelpDesk","Full-Time",4,19900,"M",0
"31 - 33","GBA","10+","Menos de un año","HelpDesk","Full-Time",4,19900,"M",0
"37 - 40","CABA","10+","8 - 9","SysAdmin / DevOps","Full-Time",2,35714.2857142857,"M",0
"31 - 33","Santa Fe","8 - 10","1 - 2","Developer","Full-Time",3,35000,"F",0
"21 - 23","San Luis","1 - 2","Menos de un año","Networking","Full-Time",5,14285.7142857143,"M",1
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,18571.4285714286,"F",1
"27 - 30","Cordoba","1 - 2","Menos de un año","Servicio técnico mantenimiento","Freelance",3,8571.42857142857,"M",0
"37 - 40","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",2,27000,"M",0
"27 - 30","Santa Fe","8 - 10","1 - 2","Developer","Full-Time",4,43000,"M",1
"34 - 36","Cordoba","10+","Menos de un año","Jefe","Full-Time",3,18000,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Developer","Full-Time",3,31000,"M",1
"27 - 30","CABA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",4,20000,"M",1
"34 - 36","CABA","5 - 7","2 - 3","QA / Tester","Full-Time",4,37142.8571428571,"M",0
"37 - 40","GBA","3 - 5","3 - 4","Networking","Full-Time",5,35000,"M",0
"27 - 30","CABA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",4,30000,"M",1
"41 - 45","CABA","10+","10+","Profesor esc. Tecnica","Full-Time",4,60000,"M",0
"37 - 40","Chubut","8 - 10","5 - 6","Developer","Part-Time",1,20000,"M",0
"37 - 40","CABA","10+","8 - 9","Infosec","Full-Time",5,1e+05,"M",0
"24 - 26","GBA","5 - 7","1 - 2","HelpDesk","Full-Time",3,18571.4285714286,"M",1
"31 - 33","CABA","5 - 7","Menos de un año","Networking","Full-Time",3,31000,"M",1
"34 - 36","CABA","10+","1 - 2","Infosec","Full-Time",3,34000,"M",0
"24 - 26","Cordoba","3 - 5","Menos de un año","Developer","Full-Time",4,28657.1428571429,"M",0
"34 - 36","CABA","8 - 10","4 - 5","SysAdmin / DevOps","Full-Time",4,64285.7142857143,"M",0
"37 - 40","CABA","10+","5 - 6","SysAdmin / DevOps","Full-Time",2,21428.5714285714,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,19500,"M",1
"34 - 36","CABA","8 - 10","4 - 5","SysAdmin / DevOps","Full-Time",3,35714.2857142857,"M",0
"37 - 40","San Juan","10+","7 - 8","SysAdmin / DevOps","Part-Time",3,15714.2857142857,"M",0
"18 - 20","GBA","1 - 2","Menos de un año","HelpDesk","Full-Time",5,21900,"M",0
"37 - 40","CABA","8 - 10","10+","Developer","Remoto (empresa de otro país)",3,74285.7142857143,"M",0
"37 - 40","CABA","8 - 10","Menos de un año","Analista Funcional","Full-Time",3,24600,"F",1
"37 - 40","CABA","8 - 10","Menos de un año","Analista Funcional","Full-Time",3,24600,"F",1
"27 - 30","Mendoza","8 - 10","1 - 2","HelpDesk","Full-Time",1,11428.5714285714,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Developer","Part-Time",4,25000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Part-Time",4,25000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","HelpDesk","Full-Time",3,31428.5714285714,"M",0
"37 - 40","CABA","10+","6 - 7","Middleware","Freelance",4,70000,"M",0
"27 - 30","CABA","1 - 2","1 - 2","Developer","Full-Time",4,28571.4285714286,"M",0
"31 - 33","CABA","8 - 10","1 - 2","Designer/Support/PM/SysAdmin","Full-Time",1,17142.8571428571,"M",0
"31 - 33","CABA","8 - 10","Menos de un año","PM","Full-Time",3,33571.4285714286,"M",0
"34 - 36","CABA","10+","10+","Developer","Full-Time",3,60000,"M",0
"50+","CABA","10+","10+","admi","Full-Time",3,21428.5714285714,"M",0
"24 - 26","CABA","5 - 7","1 - 2","Soporte","Full-Time",3,22857.1428571429,"M",1
"31 - 33","CABA","10+","2 - 3","Developer","Full-Time",4,38000,"M",0
"27 - 30","CABA","1 - 2","Menos de un año","DBA","Full-Time",2,28571.4285714286,"M",1
"24 - 26","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",3,24000,"M",0
"46 - 49","GBA","10+","6 - 7","SysAdmin / DevOps","Full-Time",3,51000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",1,21428.5714285714,"F",0
"37 - 40","CABA","10+","2 - 3","IT HR Business Partner","Full-Time",2,49000,"F",0
"27 - 30","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,28571.4285714286,"M",0
"27 - 30","CABA","8 - 10","2 - 3","HelpDesk","Full-Time",2,15000,"M",0
"21 - 23","CABA","3 - 5","2 - 3","Developer","Full-Time",2,21500,"M",0
"27 - 30","GBA","5 - 7","Menos de un año","Developer","Part-Time",3,18000,"F",0
"27 - 30","CABA","3 - 5","1 - 2","Developer","Full-Time",3,26571.4285714286,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",2,10000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Tecnico encargado","Full-Time",1,20714.2857142857,"M",0
"37 - 40","CABA","10+","5 - 6","PM","Full-Time",3,50000,"M",0
"34 - 36","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",2,12500,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","SysAdmin / DevOps","Full-Time",2,28571.4285714286,"M",1
"21 - 23","GBA","Menos de un año","Menos de un año","Developer","Part-Time",4,11428.5714285714,"M",0
"21 - 23","GBA","1 - 2","1 - 2","SysAdmin / DevOps","Part-Time",4,20000,"M",0
"41 - 45","GBA","8 - 10","2 - 3","Infosec","Freelance",5,58000,"M",0
"24 - 26","CABA","3 - 5","3 - 4","Mecanico","Full-Time",2,13571.4285714286,"M",0
"50+","CABA","10+","10+","Developer","Full-Time",3,25714.2857142857,"M",0
"34 - 36","CABA","10+","1 - 2","PM","Full-Time",4,60000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",1,12142.8571428571,"M",0
"24 - 26","CABA","3 - 5","4 - 5","Mantenimiento","Full-Time",2,15685.7142857143,"M",0
"27 - 30","GBA","3 - 5","2 - 3","Developer","Full-Time",3,29285.7142857143,"M",0
"27 - 30","CABA","3 - 5","2 - 3","Networking","Full-Time",3,30000,"M",0
"37 - 40","CABA","8 - 10","1 - 2","Rrhh","Full-Time",3,36000,"F",0
"21 - 23","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",4,18000,"M",0
"37 - 40","CABA","8 - 10","10+","Storage / Backup","Full-Time",3,23000,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Analista funcional gis y estadistica","Full-Time",1,19428.5714285714,"F",0
"27 - 30","CABA","8 - 10","1 - 2","Developer","Full-Time",4,50000,"M",0
"46 - 49","GBA","8 - 10","7 - 8","Empleado","Part-Time",4,20000,"M",0
"34 - 36","CABA","10+","4 - 5","Developer","Full-Time",3,35000,"M",0
"37 - 40","GBA","8 - 10","7 - 8","Developer","Full-Time",3,25094.2857142857,"M",0
"34 - 36","CABA","8 - 10","Menos de un año","QA / Tester","Full-Time",5,33250,"M",0
"41 - 45","GBA","10+","5 - 6","SysAdmin / DevOps","Full-Time",4,50000,"M",1
"34 - 36","GBA","10+","1 - 2","PM","Full-Time",3,30000,"F",0
"34 - 36","GBA","3 - 5","1 - 2","HelpDesk","Full-Time",1,11714.2857142857,"F",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Part-Time",4,16142.8571428571,"M",0
"21 - 23","GBA","3 - 5","Menos de un año","administración ","Full-Time",4,11428.5714285714,"M",1
"27 - 30","GBA","8 - 10","Menos de un año","Networking","Part-Time",1,11142.8571428571,"M",0
"41 - 45","CABA","10+","6 - 7","Developer","Full-Time",4,77142.8571428571,"M",0
"37 - 40","CABA","3 - 5","3 - 4","QA / Tester","Full-Time",1,16200,"F",0
"41 - 45","CABA","10+","7 - 8","Abogada","Full-Time",1,12000,"F",0
"27 - 30","GBA","3 - 5","1 - 2","Developer","Full-Time",5,50000,"M",1
"27 - 30","GBA","5 - 7","5 - 6","Developer","Full-Time",4,35571.4285714286,"M",0
"34 - 36","CABA","10+","4 - 5","Developer","Freelance",3,25000,"M",0
"31 - 33","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",4,30000,"M",1
"34 - 36","GBA","5 - 7","3 - 4","QA / Tester","Full-Time",3,17000,"M",0
"34 - 36","CABA","10+","1 - 2","PM","Full-Time",4,32000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","QA / Tester","Full-Time",4,23000,"M",1
"27 - 30","GBA","3 - 5","Menos de un año","HelpDesk","Full-Time",1,13000,"M",1
"37 - 40","CABA","10+","4 - 5","systems architect","Full-Time",2,70000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",2,22000,"M",0
"34 - 36","CABA","3 - 5","2 - 3","Developer","Full-Time",2,21428.5714285714,"F",0
"21 - 23","GBA","3 - 5","1 - 2","analista","Full-Time",2,16142.8571428571,"M",0
"21 - 23","GBA","1 - 2","Menos de un año","Mantenimiento ","Full-Time",4,17142.8571428571,"M",0
"34 - 36","CABA","10+","10+","Networking","Part-Time",3,42857.1428571429,"M",0
"27 - 30","CABA","1 - 2","1 - 2","Developer","Full-Time",5,19000,"M",0
"21 - 23","CABA","3 - 5","1 - 2","Consultor en comercio Exterior","Full-Time",2,11500,"M",0
"24 - 26","GBA","1 - 2","1 - 2","Ventas","Part-Time",4,9285.71428571429,"F",0
"27 - 30","CABA","8 - 10","2 - 3","Networking","Full-Time",3,34000,"M",0
"31 - 33","CABA","10+","Menos de un año","Networking","Full-Time",5,45000,"M",0
"24 - 26","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",1,30000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","Developer","Full-Time",1,22857.1428571429,"M",0
"24 - 26","GBA","1 - 2","1 - 2","Developer","Full-Time",5,26428.5714285714,"M",0
"34 - 36","CABA","3 - 5","2 - 3","Developer","Full-Time",2,12000,"M",0
"27 - 30","GBA","8 - 10","7 - 8","Developer","Full-Time",3,36000,"M",0
"34 - 36","CABA","10+","Menos de un año","Developer","Full-Time",4,30000,"M",1
"24 - 26","GBA","1 - 2","1 - 2","condictor","Full-Time",2,14285.7142857143,"M",0
"27 - 30","CABA","10+","5 - 6","Storage / Backup","Full-Time",4,21428.5714285714,"M",0
"41 - 45","CABA","10+","1 - 2","cajero de peaje","Full-Time",4,35714.2857142857,"M",0
"27 - 30","CABA","10+","Menos de un año","Gerente de desarrollo","Full-Time",4,48200,"M",1
"24 - 26","CABA","3 - 5","3 - 4","Storage / Backup","Full-Time",2,15500,"F",0
"41 - 45","CABA","5 - 7","5 - 6","Security","Part-Time",2,21428.5714285714,"M",0
"37 - 40","GBA","10+","10+","SysAdmin / DevOps","Freelance",4,70000,"M",0
"34 - 36","CABA","5 - 7","2 - 3","QA / Tester","Full-Time",3,25000,"M",0
"27 - 30","CABA","1 - 2","1 - 2","limpieza","Full-Time",1,10571.4285714286,"M",0
"31 - 33","CABA","10+","6 - 7","Consultant","Full-Time",1,33571.4285714286,"M",0
"50+","GBA","10+","10+","Impuestos asesor","Full-Time",5,47142.8571428571,"M",0
"37 - 40","CABA","10+","1 - 2","Bi","Full-Time",2,24285.7142857143,"M",0
"34 - 36","CABA","10+","10+","PM","Full-Time",2,33571.4285714286,"M",0
"31 - 33","CABA","5 - 7","Menos de un año","Developer","Full-Time",3,40000,"M",0
"50+","GBA","10+","10+","docente","Full-Time",2,18571.4285714286,"F",0
